AGE,COUNT,EVENT_TYPE,POPULATION,RACE,Non-Hispanic Race,RATE,SEX,SITE,YEAR
35-39,32,Incidence,1305398,Non-Hispanic,Non-Hispanic Black,2.5,Male,Oral Cavity and Pharynx,2016
40-44,91,Incidence,1200661,Non-Hispanic,Non-Hispanic Black,7.6,Male,Oral Cavity and Pharynx,2016
45-49,186,Incidence,1242948,Non-Hispanic,Non-Hispanic Black,15,Male,Oral Cavity and Pharynx,2016
5-9,~,Incidence,1586975,Non-Hispanic,Non-Hispanic Black,,Male,Oral Cavity and Pharynx,2016
50-54,326,Incidence,1276248,Non-Hispanic,Non-Hispanic Black,25.5,Male,Oral Cavity and Pharynx,2016
55-59,498,Incidence,1215543,Non-Hispanic,Non-Hispanic Black,41,Male,Oral Cavity and Pharynx,2016
60-64,483,Incidence,970841,Non-Hispanic,Non-Hispanic Black,49.8,Male,Oral Cavity and Pharynx,2016
65-69,427,Incidence,731351,Non-Hispanic,Non-Hispanic Black,58.4,Male,Oral Cavity and Pharynx,2016
70-74,268,Incidence,449274,Non-Hispanic,Non-Hispanic Black,59.7,Male,Oral Cavity and Pharynx,2016
75-79,148,Incidence,294237,Non-Hispanic,Non-Hispanic Black,50.3,Male,Oral Cavity and Pharynx,2016
80-84,73,Incidence,181095,Non-Hispanic,Non-Hispanic Black,40.3,Male,Oral Cavity and Pharynx,2016
85+,50,Incidence,140363,Non-Hispanic,Non-Hispanic Black,35.6,Male,Oral Cavity and Pharynx,2016
<1,~,Incidence,306801,Non-Hispanic,Non-Hispanic Black,,Male,Oral Cavity and Pharynx,2016
1-4,~,Incidence,4351529,Non-Hispanic,Non-Hispanic White,,Male,Oral Cavity and Pharynx,2011
10-14,~,Incidence,5971310,Non-Hispanic,Non-Hispanic White,,Male,Oral Cavity and Pharynx,2011
15-19,26,Incidence,6331837,Non-Hispanic,Non-Hispanic White,0.4,Male,Oral Cavity and Pharynx,2011
20-24,46,Incidence,6507121,Non-Hispanic,Non-Hispanic White,0.7,Male,Oral Cavity and Pharynx,2011
25-29,80,Incidence,6287086,Non-Hispanic,Non-Hispanic White,1.3,Male,Oral Cavity and Pharynx,2011
30-34,119,Incidence,6028536,Non-Hispanic,Non-Hispanic White,2,Male,Oral Cavity and Pharynx,2011
35-39,258,Incidence,5792662,Non-Hispanic,Non-Hispanic White,4.5,Male,Oral Cavity and Pharynx,2011
40-44,702,Incidence,6662419,Non-Hispanic,Non-Hispanic White,10.5,Male,Oral Cavity and Pharynx,2011
45-49,1612,Incidence,7379102,Non-Hispanic,Non-Hispanic White,21.8,Male,Oral Cavity and Pharynx,2011
5-9,~,Incidence,5681181,Non-Hispanic,Non-Hispanic White,,Male,Oral Cavity and Pharynx,2011
50-54,3169,Incidence,7890343,Non-Hispanic,Non-Hispanic White,40.2,Male,Oral Cavity and Pharynx,2011
55-59,3969,Incidence,7274120,Non-Hispanic,Non-Hispanic White,54.6,Male,Oral Cavity and Pharynx,2011
60-64,4052,Incidence,6588557,Non-Hispanic,Non-Hispanic White,61.5,Male,Oral Cavity and Pharynx,2011
65-69,3218,Incidence,4788260,Non-Hispanic,Non-Hispanic White,67.2,Male,Oral Cavity and Pharynx,2011
70-74,2316,Incidence,3497191,Non-Hispanic,Non-Hispanic White,66.2,Male,Oral Cavity and Pharynx,2011
75-79,1752,Incidence,2614040,Non-Hispanic,Non-Hispanic White,67,Male,Oral Cavity and Pharynx,2011
80-84,1258,Incidence,1943576,Non-Hispanic,Non-Hispanic White,64.7,Male,Oral Cavity and Pharynx,2011
85+,1004,Incidence,1592696,Non-Hispanic,Non-Hispanic White,63,Male,Oral Cavity and Pharynx,2011
<1,~,Incidence,1067766,Non-Hispanic,Non-Hispanic White,,Male,Oral Cavity and Pharynx,2011
1-4,~,Incidence,4305364,Non-Hispanic,Non-Hispanic White,,Male,Oral Cavity and Pharynx,2012
10-14,~,Incidence,5912167,Non-Hispanic,Non-Hispanic White,,Male,Oral Cavity and Pharynx,2012
15-19,28,Incidence,6221260,Non-Hispanic,Non-Hispanic White,0.5,Male,Oral Cavity and Pharynx,2012
20-24,46,Incidence,6585380,Non-Hispanic,Non-Hispanic White,0.7,Male,Oral Cavity and Pharynx,2012
25-29,75,Incidence,6305378,Non-Hispanic,Non-Hispanic White,1.2,Male,Oral Cavity and Pharynx,2012
30-34,117,Incidence,6132320,Non-Hispanic,Non-Hispanic White,1.9,Male,Oral Cavity and Pharynx,2012
35-39,242,Incidence,5709670,Non-Hispanic,Non-Hispanic White,4.2,Male,Oral Cavity and Pharynx,2012
40-44,622,Incidence,6573325,Non-Hispanic,Non-Hispanic White,9.5,Male,Oral Cavity and Pharynx,2012
45-49,1604,Incidence,7126607,Non-Hispanic,Non-Hispanic White,22.5,Male,Oral Cavity and Pharynx,2012
5-9,~,Incidence,5657715,Non-Hispanic,Non-Hispanic White,,Male,Oral Cavity and Pharynx,2012
50-54,2981,Incidence,7824817,Non-Hispanic,Non-Hispanic White,38.1,Male,Oral Cavity and Pharynx,2012
55-59,3938,Incidence,7399484,Non-Hispanic,Non-Hispanic White,53.2,Male,Oral Cavity and Pharynx,2012
60-64,4145,Incidence,6506447,Non-Hispanic,Non-Hispanic White,63.7,Male,Oral Cavity and Pharynx,2012
65-69,3430,Incidence,5218988,Non-Hispanic,Non-Hispanic White,65.7,Male,Oral Cavity and Pharynx,2012
70-74,2460,Incidence,3649496,Non-Hispanic,Non-Hispanic White,67.4,Male,Oral Cavity and Pharynx,2012
75-79,1772,Incidence,2646924,Non-Hispanic,Non-Hispanic White,66.9,Male,Oral Cavity and Pharynx,2012
80-84,1315,Incidence,1946348,Non-Hispanic,Non-Hispanic White,67.6,Male,Oral Cavity and Pharynx,2012
85+,1017,Incidence,1652012,Non-Hispanic,Non-Hispanic White,61.6,Male,Oral Cavity and Pharynx,2012
<1,~,Incidence,1057645,Non-Hispanic,Non-Hispanic White,,Male,Oral Cavity and Pharynx,2012
1-4,~,Incidence,4262584,Non-Hispanic,Non-Hispanic White,,Male,Oral Cavity and Pharynx,2013
10-14,~,Incidence,5860985,Non-Hispanic,Non-Hispanic White,,Male,Oral Cavity and Pharynx,2013
15-19,16,Incidence,6135949,Non-Hispanic,Non-Hispanic White,0.3,Male,Oral Cavity and Pharynx,2013
20-24,37,Incidence,6606489,Non-Hispanic,Non-Hispanic White,0.6,Male,Oral Cavity and Pharynx,2013
25-29,73,Incidence,6333752,Non-Hispanic,Non-Hispanic White,1.2,Male,Oral Cavity and Pharynx,2013
30-34,127,Incidence,6222469,Non-Hispanic,Non-Hispanic White,2,Male,Oral Cavity and Pharynx,2013
35-39,218,Incidence,5723222,Non-Hispanic,Non-Hispanic White,3.8,Male,Oral Cavity and Pharynx,2013
40-44,670,Incidence,6422234,Non-Hispanic,Non-Hispanic White,10.4,Male,Oral Cavity and Pharynx,2013
30-34,~,Mortality,747298,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2011
35-39,~,Mortality,749174,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2011
40-44,~,Mortality,698207,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2011
45-49,~,Mortality,632715,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2011
5-9,~,Mortality,549062,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2011
50-54,~,Mortality,582064,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2011
55-59,~,Mortality,521806,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2011
60-64,~,Mortality,439225,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2011
65-69,~,Mortality,297835,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2011
70-74,~,Mortality,220108,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2011
75-79,~,Mortality,162278,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2011
80-84,~,Mortality,116107,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2011
85+,~,Mortality,103000,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2011
<1,~,Mortality,105292,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2011
1-4,~,Mortality,438569,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2012
10-14,~,Mortality,533750,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2012
15-19,~,Mortality,544479,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2012
20-24,~,Mortality,662832,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2012
25-29,~,Mortality,745987,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2012
30-34,~,Mortality,776253,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2012
35-39,~,Mortality,757632,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2012
40-44,~,Mortality,734053,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2012
45-49,~,Mortality,644130,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2012
5-9,~,Mortality,560674,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2012
50-54,~,Mortality,592958,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2012
55-59,~,Mortality,541596,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2012
60-64,~,Mortality,457563,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2012
65-69,~,Mortality,324095,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2012
70-74,~,Mortality,234153,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2012
75-79,~,Mortality,170594,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2012
80-84,~,Mortality,121733,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2012
85+,~,Mortality,112685,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2012
<1,~,Mortality,109068,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2012
1-4,~,Mortality,448220,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2013
10-14,~,Mortality,551225,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2013
15-19,~,Mortality,555359,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2013
20-24,~,Mortality,673913,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2013
25-29,~,Mortality,763847,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2013
30-34,~,Mortality,806238,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2013
35-39,~,Mortality,766098,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2013
40-44,~,Mortality,759580,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2013
45-49,~,Mortality,655337,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2013
5-9,~,Mortality,569160,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2013
50-54,~,Mortality,611519,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2013
55-59,~,Mortality,560011,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2013
60-64,16,Mortality,476236,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,3.4,Female,Oral Cavity and Pharynx,2013
65-69,~,Mortality,353727,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2013
70-74,~,Mortality,247436,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2013
75-79,~,Mortality,178931,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2013
80-84,~,Mortality,128145,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2013
85+,22,Mortality,122718,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,17.9,Female,Oral Cavity and Pharynx,2013
<1,~,Mortality,114851,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2013
1-4,~,Mortality,466460,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2014
10-14,~,Mortality,570998,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2014
15-19,~,Mortality,566186,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2014
20-24,~,Mortality,681830,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2014
25-29,~,Mortality,792967,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2014
30-34,~,Mortality,833744,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2014
35-39,~,Mortality,782649,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2014
40-44,~,Mortality,778584,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2014
45-49,~,Mortality,672015,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2014
5-9,~,Mortality,573225,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2014
50-54,~,Mortality,632612,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2014
55-59,~,Mortality,574847,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2014
60-64,~,Mortality,495163,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2014
65-69,~,Mortality,384702,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2014
70-74,~,Mortality,263590,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2014
75-79,~,Mortality,189057,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2014
80-84,~,Mortality,133566,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2014
85+,18,Mortality,133397,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,13.5,Female,Oral Cavity and Pharynx,2014
<1,~,Mortality,115302,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2014
1-4,~,Mortality,481629,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2015
10-14,~,Mortality,585401,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2015
15-19,~,Mortality,581369,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2015
20-24,~,Mortality,687494,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2015
25-29,~,Mortality,823901,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2015
30-34,~,Mortality,858727,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2015
35-39,~,Mortality,806691,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2015
40-44,~,Mortality,792948,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2015
45-49,~,Mortality,700921,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2015
5-9,~,Mortality,580311,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2015
50-54,~,Mortality,643124,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2015
55-59,~,Mortality,591015,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2015
60-64,~,Mortality,514410,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2015
65-69,17,Mortality,418873,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,4.1,Female,Oral Cavity and Pharynx,2015
70-74,~,Mortality,280760,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2015
75-79,~,Mortality,200801,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2015
80-84,~,Mortality,139154,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2015
85+,26,Mortality,145218,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,17.9,Female,Oral Cavity and Pharynx,2015
<1,~,Mortality,120332,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2015
1-4,~,Mortality,497193,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2016
10-14,~,Mortality,593598,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2016
15-19,~,Mortality,596094,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2016
20-24,~,Mortality,691466,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2016
25-29,~,Mortality,855602,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2016
30-34,~,Mortality,883800,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2016
35-39,~,Mortality,833186,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2016
40-44,~,Mortality,804441,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2016
45-49,~,Mortality,731376,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2016
5-9,~,Mortality,592254,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2016
50-54,~,Mortality,655883,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2016
55-59,18,Mortality,601826,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,3,Female,Oral Cavity and Pharynx,2016
60-64,~,Mortality,536741,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2016
65-69,~,Mortality,447565,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2016
70-74,~,Mortality,298536,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2016
75-79,~,Mortality,212279,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2016
80-84,17,Mortality,146077,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,11.6,Female,Oral Cavity and Pharynx,2016
85+,22,Mortality,156473,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,14.1,Female,Oral Cavity and Pharynx,2016
<1,~,Mortality,120439,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Female,Oral Cavity and Pharynx,2016
1-4,~,Mortality,1216869,Non-Hispanic,Non-Hispanic Black,,Female,Oral Cavity and Pharynx,2011
10-14,~,Mortality,1549022,Non-Hispanic,Non-Hispanic Black,,Female,Oral Cavity and Pharynx,2011
15-19,~,Mortality,1678365,Non-Hispanic,Non-Hispanic Black,,Female,Oral Cavity and Pharynx,2011
20-24,~,Mortality,1673891,Non-Hispanic,Non-Hispanic Black,,Female,Oral Cavity and Pharynx,2011
25-29,~,Mortality,1469063,Non-Hispanic,Non-Hispanic Black,,Female,Oral Cavity and Pharynx,2011
30-34,~,Mortality,1427998,Non-Hispanic,Non-Hispanic Black,,Female,Oral Cavity and Pharynx,2011
35-39,~,Mortality,1347489,Non-Hispanic,Non-Hispanic Black,,Female,Oral Cavity and Pharynx,2011
40-44,~,Mortality,1412291,Non-Hispanic,Non-Hispanic Black,,Female,Oral Cavity and Pharynx,2011
45-49,~,Mortality,1476770,Non-Hispanic,Non-Hispanic Black,,Female,Oral Cavity and Pharynx,2011
5-9,~,Mortality,1480958,Non-Hispanic,Non-Hispanic Black,,Female,Oral Cavity and Pharynx,2011
50-54,43,Mortality,1455549,Non-Hispanic,Non-Hispanic Black,3,Female,Oral Cavity and Pharynx,2011
55-59,39,Mortality,1243590,Non-Hispanic,Non-Hispanic Black,3.1,Female,Oral Cavity and Pharynx,2011
60-64,29,Mortality,1007557,Non-Hispanic,Non-Hispanic Black,2.9,Female,Oral Cavity and Pharynx,2011
65-69,27,Mortality,681602,Non-Hispanic,Non-Hispanic Black,4,Female,Oral Cavity and Pharynx,2011
70-74,29,Mortality,513821,Non-Hispanic,Non-Hispanic Black,5.6,Female,Oral Cavity and Pharynx,2011
75-79,24,Mortality,391854,Non-Hispanic,Non-Hispanic Black,6.1,Female,Oral Cavity and Pharynx,2011
80-84,28,Mortality,281823,Non-Hispanic,Non-Hispanic Black,9.9,Female,Oral Cavity and Pharynx,2011
85+,27,Mortality,287380,Non-Hispanic,Non-Hispanic Black,9.4,Female,Oral Cavity and Pharynx,2011
<1,~,Mortality,297715,Non-Hispanic,Non-Hispanic Black,,Female,Oral Cavity and Pharynx,2011
1-4,~,Mortality,1209250,Non-Hispanic,Non-Hispanic Black,,Female,Oral Cavity and Pharynx,2012
10-14,~,Mortality,1541257,Non-Hispanic,Non-Hispanic Black,,Female,Oral Cavity and Pharynx,2012
15-19,~,Mortality,1638524,Non-Hispanic,Non-Hispanic Black,,Female,Oral Cavity and Pharynx,2012
20-24,~,Mortality,1733775,Non-Hispanic,Non-Hispanic Black,,Female,Oral Cavity and Pharynx,2012
25-29,~,Mortality,1486080,Non-Hispanic,Non-Hispanic Black,,Female,Oral Cavity and Pharynx,2012
30-34,~,Mortality,1453341,Non-Hispanic,Non-Hispanic Black,,Female,Oral Cavity and Pharynx,2012
35-39,~,Mortality,1341470,Non-Hispanic,Non-Hispanic Black,,Female,Oral Cavity and Pharynx,2012
40-44,~,Mortality,1418109,Non-Hispanic,Non-Hispanic Black,,Female,Oral Cavity and Pharynx,2012
45-49,22,Mortality,1454219,Non-Hispanic,Non-Hispanic Black,1.5,Female,Oral Cavity and Pharynx,2012
5-9,~,Mortality,1496632,Non-Hispanic,Non-Hispanic Black,,Female,Oral Cavity and Pharynx,2012
50-54,28,Mortality,1461508,Non-Hispanic,Non-Hispanic Black,1.9,Female,Oral Cavity and Pharynx,2012
55-59,31,Mortality,1292798,Non-Hispanic,Non-Hispanic Black,2.4,Female,Oral Cavity and Pharynx,2012
60-64,31,Mortality,1040570,Non-Hispanic,Non-Hispanic Black,3,Female,Oral Cavity and Pharynx,2012
65-69,32,Mortality,730407,Non-Hispanic,Non-Hispanic Black,4.4,Female,Oral Cavity and Pharynx,2012
70-74,35,Mortality,532749,Non-Hispanic,Non-Hispanic Black,6.6,Female,Oral Cavity and Pharynx,2012
75-79,29,Mortality,400989,Non-Hispanic,Non-Hispanic Black,7.2,Female,Oral Cavity and Pharynx,2012
